species,clip,k,arm,f0_annotated,strict_cents,oct_tol_cents,octave_correct,corr,coverage,n_scored
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,0,pyin,146.484375,82.37953451578525,68.83743065847553,1.0,0.8145527635320541,0.926829268292683,38
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,2,comb,146.484375,146.0460149693532,142.5749898460749,1.0,0.5457679993529406,1.0,41
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,2,comb_noexempt,146.484375,1602.8518058763045,263.1870666534165,0.0,0.11171597074077598,1.0,41
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,2,pyin,146.484375,1965.9811235912903,129.21506703324064,0.0,-0.08982553775095473,0.9024390243902439,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,4,comb,146.484375,157.44310325234278,157.1971000240541,1.0,0.4658057060014898,1.0,41
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,4,comb_noexempt,146.484375,1630.6381061790876,242.36002936325627,0.0,-0.22296717302890676,0.975609756097561,40
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,4,pyin,146.484375,1606.6921925060399,275.2262041150373,0.0,0.7836894514137883,0.21951219512195122,9
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,6,comb,146.484375,156.53718658968708,134.4064622110877,1.0,0.3172098059805484,1.0,41
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,6,comb_noexempt,146.484375,2193.0860247867768,195.4516035483982,0.0,0.6451374296605084,1.0,41
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-3_R3.WAV,6,pyin,146.484375,2022.5950753372617,152.7833387402779,0.0,0.20254258881501588,0.1951219512195122,8
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,0,comb,140.625,308.8005854739263,256.0604178255252,1.0,0.5489639830798684,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,0,comb_noexempt,140.625,301.3035926831691,244.59535491989305,1.0,0.7199139719925283,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,0,pyin,140.625,73.88636115850571,52.075135343876035,1.0,0.8450550546991307,0.9459459459459459,35
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,2,comb,140.625,327.3857272317612,255.78492223884234,1.0,0.4862493711011296,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,2,comb_noexempt,140.625,1532.1611717961312,222.55226747072481,0.0,0.37921625502501544,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,2,pyin,140.625,1270.286778702521,122.12399756423065,0.0,-0.3010657090111924,0.7027027027027027,26
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,4,comb,140.625,304.07249395091907,279.85903562576266,1.0,0.6380962926969092,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,4,comb_noexempt,140.625,1520.4482059205643,227.72109685662974,0.0,0.7391154085446712,0.972972972972973,36
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,6,comb,140.625,462.7753169340306,223.30893338788673,1.0,-0.6420571845872348,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,6,comb_noexempt,140.625,2204.273753532894,128.76422994109495,0.0,0.7490814108866344,1.0,37
lions,lions/Biologger Roars Expanded (500ms)/JMO-2-4_R2.WAV,6,pyin,140.625,2153.159299256071,124.94365639002922,0.0,0.7655617709105382,0.32432432432432434,12
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,0,comb,144.53125,386.97555220884794,255.61743583037253,1.0,0.5872806645469608,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,0,comb_noexempt,144.53125,1518.0784895239915,277.05825957780604,0.0,0.7872574394451877,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,0,pyin,144.53125,50.590282957339795,48.80134404767085,1.0,0.8546380869320681,0.967741935483871,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,2,comb,144.53125,361.63365936023365,255.61743583037253,1.0,0.6406219278337069,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,2,comb_noexempt,144.53125,1861.5073732574583,183.19334258212584,0.0,0.5383253192854736,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,2,pyin,144.53125,1942.8319054520298,79.33231947736608,1.0,-0.7459946004035806,0.7419354838709677,23
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,4,comb,144.53125,356.6043061604003,236.82603370581697,1.0,0.6989078290732718,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,4,comb_noexempt,144.53125,1590.6106390301134,187.04090091549642,0.0,-0.7914970352101977,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,4,pyin,144.53125,1495.708768796706,217.7715808681581,0.0,-0.9451549872952658,0.12903225806451613,4
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,6,comb,144.53125,495.1489193808088,381.5408808058122,1.0,-0.8285618407245215,1.0,31
